source	name	host	bias	factuality	country	detail
leicestermercury.co.uk	leicester mercury	https://leicestermercury.co.uk	right-center	high	united kingdom	https://mediabiasfactcheck.com/leicester-mercury/
lethbridgeherald.com	lethbridge herald	https://lethbridgeherald.com	left-center	high	canada	https://mediabiasfactcheck.com/lethbridge-herald/
lewrockwell.com	lew rockwell	https://www.lewrockwell.com	questionable sources	mixed	united states	https://mediabiasfactcheck.com/lew-rockwell/
kentucky.com	lexington herald leader	https://www.kentucky.com	left-center	high	united states	https://mediabiasfactcheck.com/lexington-herald-leader/
lexingtoninstitute.org	lexington institute	https://lexingtoninstitute.org	right-center	high	united states	https://mediabiasfactcheck.com/lexington-institute/
lgbtqnation.com	lgbtq nation	https://www.lgbtqnation.com	left	mostly factual	united states	https://mediabiasfactcheck.com/lgbtq-nation/
libcom.org	libcom.org	https://libcom.org	left	high	united states	https://mediabiasfactcheck.com/libcom-org/
liberalamerica.life	liberal america	https://liberalamerica.life	left	mixed	united states	https://mediabiasfactcheck.com/liberal-america/
liberalbias.com	liberal bias press	https://liberalbias.com	satire		united states	https://mediabiasfactcheck.com/liberal-bias-press/
liberaldarkness.com	liberal darkness	https://liberaldarkness.com	satire		united states	https://mediabiasfactcheck.com/liberal-darkness/
liberalexaminer.com	liberal examiner	https://www.liberalexaminer.com	left	mixed	united states	https://mediabiasfactcheck.com/liberal-examiner/
liberalmountain.com	liberal mountain	https://www.liberalmountain.com	left-center	high	united states	https://mediabiasfactcheck.com/liberal-mountain/
liberalplug.com/	liberal plug	https://liberalplug.com/	questionable sources	low	united states	https://mediabiasfactcheck.com/liberal-plug/
liberalsociety.com	liberal society	https://liberalsociety.com	questionable sources	low	united states	https://mediabiasfactcheck.com/liberal-society/
liberalspeak.com	liberal speak	https://liberalspeak.com	questionable sources	mixed	united states	https://mediabiasfactcheck.com/liberal-speak/
samuel-warde.com	liberals unite	https://samuel-warde.com	left	high	united states	https://mediabiasfactcheck.com/liberals-unite-samuel-warde/
liberationnews.org	liberation news	https://www.liberationnews.org	left	high	united states	https://mediabiasfactcheck.com/liberation-news/
libertarianism.org	libertarianism.org	https://www.libertarianism.org	right-center	high	united states	https://mediabiasfactcheck.com/libertarianism-org/
libertyalliance.com	liberty alliance	https://libertyalliance.com	questionable sources	mixed	united states	https://mediabiasfactcheck.com/liberty-alliance/
libertybrief.com	liberty brief	https://libertybrief.com	questionable sources	low	united states	https://mediabiasfactcheck.com/liberty-brief/
liberty-courier.com	liberty courier	https://www.liberty-courier.com	questionable sources	low	united states	https://mediabiasfactcheck.com/liberty-courier/
libertyhangout.org	liberty hangout	https://libertyhangout.org	right	mixed	united states	https://mediabiasfactcheck.com/liberty-hangout/
libertyheadlines.com	liberty headlines	https://www.libertyheadlines.com	right	mixed	united states	https://mediabiasfactcheck.com/liberty-headlines/
libertyisviral.com	liberty is viral	https://libertyisviral.com	questionable sources	low	united states	https://mediabiasfactcheck.com/liberty-is-viral/
libertynation.com	liberty nation	https://www.libertynation.com	right	mixed	united states	https://mediabiasfactcheck.com/liberty-nation/
libertynews.com	liberty news	https://libertynews.com	right	mixed	united states	https://mediabiasfactcheck.com/liberty-news/
libertytalk.fm	liberty talk.fm	https://libertytalk.fm	right	mixed	united states	https://mediabiasfactcheck.com/libertytalk-fm/
libertyunyielding.com	liberty unyielding	https://libertyunyielding.com	right	mostly factual	united states	https://mediabiasfactcheck.com/liberty-unyielding/
libertyvideos.org	liberty videos	https://libertyvideos.org	conspiracy-pseudoscience	low	united states	https://mediabiasfactcheck.com/liberty-videos/
libertyviral.com	liberty viral	https://libertyviral.com	right-center	high	united states	https://mediabiasfactcheck.com/liberty-viral/
libertywritersnews.com/	liberty writers news	https://libertywritersnews.com/	questionable sources	very low	united states	https://mediabiasfactcheck.com/liberty-writers-news/
lifeandabout.com	life and about	https://lifeandabout.com	right	mixed	unknown or invalid region	https://mediabiasfactcheck.com/life-and-about/
fightpp.org	life decisions international	https://fightpp.org	right	mixed	united states	https://mediabiasfactcheck.com/life-decisions-international/
lifenews.com	life news	https://www.lifenews.com	right	mixed	united states	https://mediabiasfactcheck.com/life-news/
lifesitenews.com/	life site news	https://lifesitenews.com/	right	mixed	canada	https://mediabiasfactcheck.com/life-site-news/
lifehacker.com	lifehacker	https://lifehacker.com	left-center	high	united states	https://mediabiasfactcheck.com/lifehacker/
lifespa.com	lifespa	https://lifespa.com	conspiracy-pseudoscience	low	united states	https://mediabiasfactcheck.com/lifespa/
lifezette.com	lifezette	https://www.lifezette.com	right	mixed	united states	https://mediabiasfactcheck.com/lifezette/
limacharlienews.com	lima charlie news	https://limacharlienews.com	least biased	very high	united states	https://mediabiasfactcheck.com/lima-charlie-news/
journalstar.com	lincoln journal star	https://journalstar.com	least biased	high	united states	https://mediabiasfactcheck.com/lincoln-journal-star/
listverse.com	listverse	https://listverse.com	right-center	mostly factual	united kingdom	https://mediabiasfactcheck.com/listverse/
littlegreenfootballs.com	little green footballs	https://littlegreenfootballs.com	left	high	united states	https://mediabiasfactcheck.com/little-green-footballs/
liveaction.org	live action	https://liveaction.org	conspiracy-pseudoscience	mixed	united states	https://mediabiasfactcheck.com/live-action/
liveleak.com	live leak	https://www.liveleak.com	left-center	mixed	united states	https://mediabiasfactcheck.com/liveleak/
livescience.com	live science	https://www.livescience.com	pro-science	high	united states	https://mediabiasfactcheck.com/live-science/
livestrong.com	livestrong.com	https://www.livestrong.com	conspiracy-pseudoscience	mixed	united states	https://mediabiasfactcheck.com/livestrong-com/
livingresistance.com	living resistance	https://livingresistance.com	conspiracy-pseudoscience	mixed	united states	https://mediabiasfactcheck.com/living-resistance/
livingwhole.org	living whole	https://www.livingwhole.org	conspiracy-pseudoscience	mixed	united states	https://mediabiasfactcheck.com/living-whole/
lancasteronline.com	lnp - lancasteronline	https://lancasteronline.com	least biased	high	united states	https://mediabiasfactcheck.com/lnp-lancasteronline/
lompocrecord.com	lompoc record	https://lompocrecord.com	least biased	high	united states	https://mediabiasfactcheck.com/lompoc-record/
lbc.co.uk	london broadcasting company (lbc)	https://www.lbc.co.uk	right-center	mixed	united kingdom	https://mediabiasfactcheck.com/london-broadcasting-company-lbc/
standard.co.uk	london evening standard	https://www.standard.co.uk	right-center	high	united kingdom	https://mediabiasfactcheck.com/london-evening-standard/
lfpress.com	london free press	https://www.lfpress.com	right-center	mostly factual	canada	https://mediabiasfactcheck.com/london-free-press/
londonwebnews.com	london web news	https://londonwebnews.com	questionable sources	low	united kingdom	https://mediabiasfactcheck.com/london-web-news/
loneconservative.com	lone conservative	https://loneconservative.com	right	mixed	united states	https://mediabiasfactcheck.com/lone-conservative/
loonwatch.com	loonwatch	https://www.loonwatch.com	questionable sources	low	united states	https://mediabiasfactcheck.com/loonwatch/
dailynews.com	los angeles daily news	https://www.dailynews.com	right-center	high	united states	https://mediabiasfactcheck.com/los-angeles-daily-news/
lamag.com	los angeles magazine	https://lamag.com	left-center	high	united states	https://mediabiasfactcheck.com/los-angeles-magazine/
loser.com	loser.com	https://loser.com	questionable sources	mixed	united states	https://mediabiasfactcheck.com/loser-com/
louderwithcrowder.com	louder with crowder	https://louderwithcrowder.com	right	mixed	united states	https://mediabiasfactcheck.com/louder-with-crowder/
courier-journal.com	louisville courier-journal	https://www.courier-journal.com	left-center	high	united states	https://mediabiasfactcheck.com/the-courier-journal/
loveknowledge.org	love knowledge	https://loveknowledge.org	left	mixed	united states	https://mediabiasfactcheck.com/love-knowledge/
reporterherald.com	loveland reporter-herald	https://reporterherald.com	least biased	high	united states	https://mediabiasfactcheck.com/loveland-reporter-herald/
lozierinstitute.org	lozier institute	https://lozierinstitute.org	right	mixed	united states	https://mediabiasfactcheck.com/lozier-institute/
lubbockonline.com	lubbock avalanche journal	https://lubbockonline.com	right-center	high	united states	https://mediabiasfactcheck.com/lubbock-avalanche-journal/
lucianne.com	lucianne.com	https://https://www.lucianne.com	questionable sources	mixed	united states	https://mediabiasfactcheck.com/lucianne-com/
lyincomey.com	lyin' comey	https://www.lyincomey.com	right	mixed	united states	https://mediabiasfactcheck.com/lyin-comey/
lynx.media	lynx media	https://lynx.media	right-center	high	united states	https://mediabiasfactcheck.com/lynx-media/
mackinac.org	mackinac center for public policy	https://www.mackinac.org	right-center	mostly factual	united states	https://mediabiasfactcheck.com/mackinac-center-for-public-policy/
macleans.ca	maclean's magazine	https://www.macleans.ca	left-center	high	canada	https://mediabiasfactcheck.com/macleans-magazine/
madamericannetwork.com	mad american network	https://madamericannetwork.com	questionable sources	low	united states	https://mediabiasfactcheck.com/mad-american-network/
madworldnews.com	mad world news	https://madworldnews.com	questionable sources	low	united states	https://mediabiasfactcheck.com/mad-world-news/
madhousemagazine.com	madhouse magazine	https://madhousemagazine.com	satire		united states	https://mediabiasfactcheck.com/madhouse-magazine/
magadailyreport.com	maga daily report	https://magadailyreport.com	questionable sources	mixed	united states	https://mediabiasfactcheck.com/maga-daily-report/
magapill.com	magapill	https://www.magapill.com	questionable sources	mixed	united states	https://mediabiasfactcheck.com/magapill/
magavoter.com	magavoter.com	https://magavoter.com	questionable sources	low	unknown or invalid region	https://mediabiasfactcheck.com/magavoter-com/
mainebeacon.com	maine beacon	https://mainebeacon.com	left-center	high	united states	https://mediabiasfactcheck.com/maine-beacon/
mainichi.jp	mainichi shimbun	https://mainichi.jp	left-center	high	japan	https://mediabiasfactcheck.com/mainichi-shimbun-bias-credibility/
makeuseof.com	makeuseof	https://www.makeuseof.com	least biased	high	united states	https://mediabiasfactcheck.com/makeuseof/
malaysia-today.net	malaysia today	https://malaysia-today.net	right-center	mixed	malaysia	https://mediabiasfactcheck.com/malaysia-today/
unionleader.com	manchester union leader	https://www.unionleader.com	right	high	united states	https://mediabiasfactcheck.com/manchester-union-leader/
manhattan-institute.org	manhattan institute for policy research	https://www.manhattan-institute.org	right	mixed	united states	https://mediabiasfactcheck.com/manhattan-institute-for-policy-research/
mb.com.ph	manila bulletin	https://mb.com.ph	left-center	mixed	philippines	https://mediabiasfactcheck.com/manila-bulletin/
manilatimes.net	manila times	https://www.manilatimes.net	right-center	mixed	philippines	https://mediabiasfactcheck.com/the-manila-times/
maplight.org	maplight	https://maplight.org	left-center	high	united states	https://mediabiasfactcheck.com/maplight/
marginalrevolution.com	marginal revolution	https://marginalrevolution.com	right-center	high	united states	https://mediabiasfactcheck.com/marginal-revolution/
marketwatch.com	marketwatch	https://www.marketwatch.com	right-center	high	united states	https://mediabiasfactcheck.com/marketwatch/
martinlutherking.org	martinlutherking.org	https://martinlutherking.org	questionable sources	very low	united states	https://mediabiasfactcheck.com/martinlutherking-org/
mashable.com	mashable	https://mashable.com	left	mostly factual	united states	https://mediabiasfactcheck.com/mashable/
mayoclinic.org	mayo clinic	https://www.mayoclinic.org	pro-science	high	united states	https://mediabiasfactcheck.com/mayo-clinic/
mbganews.com	mbga - make britain great again	https://mbganews.com	questionable sources	low	united kingdom	https://mediabiasfactcheck.com/mbga-make-britain-great/
mcclatchydc.com	mcclatchy dc	https://www.mcclatchydc.com	left-center	high	united states	https://mediabiasfactcheck.com/mcclatchydc/
mcsweeneys.net	mcsweeney's internet tendency	https://mcsweeneys.net	satire		united states	https://mediabiasfactcheck.com/mcsweeneys-internet-tendency/
meanlefthook.com	mean left hook	https://meanlefthook.com	left	mixed	united states	https://mediabiasfactcheck.com/mean-left-hook/
mediabiasfactcheck.com	media bias/fact check	https://mediabiasfactcheck.com	least biased	very high	united states	
mediacircus.com	media circus	https://www.mediacircus.com	right	mixed	united states	https://mediabiasfactcheck.com/media-circus/
mediaequalizer.com	media equalizer	https://mediaequalizer.com	right	mixed	united states	https://mediabiasfactcheck.com/media-equalizer/
mediafactwatch.com	media fact watch	https://mediafactwatch.com	conspiracy-pseudoscience	mixed	united states	https://mediabiasfactcheck.com/media-fact-watch/
mediamatters.org	media matters	https://mediamatters.org	left	high	united states	https://mediabiasfactcheck.com/media-matters/
mrc.org	media research center (mrc	https://www.mrc.org	right	mixed	united states	https://mediabiasfactcheck.com/media-research-center-mrc/
mediaroots.org	media roots	https://mediaroots.org	conspiracy-pseudoscience	mixed	united states	https://mediabiasfactcheck.com/media-roots/
mediatrackers.org	media trackers	https://mediatrackers.org	right	mixed	united states	https://mediabiasfactcheck.com/media-trackers/
mediazone.news	media zone	https://mediazone.news	questionable sources	low	unknown or invalid region	https://mediabiasfactcheck.com/media-zone/
mediafiledc.com	mediafile	https://www.mediafiledc.com	left-center	high	united states	https://mediabiasfactcheck.com/mediafile/
mediaite.com	mediaite	https://www.mediaite.com	left	high	united states	https://mediabiasfactcheck.com/mediaite/
mediashift.org	mediashift	https://mediashift.org	least biased	high	united states	https://mediabiasfactcheck.com/mediashift/
medicaldaily.com	medical daily	https://www.medicaldaily.com	pro-science	very high	united states	https://mediabiasfactcheck.com/medical-daily/
medicalmedium.com	medical medium	https://medicalmedium.com	conspiracy-pseudoscience	low	united states	https://mediabiasfactcheck.com/medical-medium/
medicalnewstoday.com	medical news today	https://www.medicalnewstoday.com	pro-science	high	united states	https://mediabiasfactcheck.com/medical-news-today/
medicalxpress.com	medical xpress	https://medicalxpress.com	pro-science	high	united kingdom	https://mediabiasfactcheck.com/medicalxpress/
medicine.news	medicine news	https://www.medicine.news	conspiracy-pseudoscience	low	united states	https://mediabiasfactcheck.com/medicine-news/
medium.com	medium	https://medium.com	left-center	high	united states	https://mediabiasfactcheck.com/medium/
medscape.com	medscape	https://www.medscape.com	pro-science	very high	united states	https://mediabiasfactcheck.com/medscape/
medusamagazine.com	medusa magazine	https://medusamagazine.com	conspiracy-pseudoscience	mixed	united states	https://mediabiasfactcheck.com/medusa-magazine/
meduza.io	meduza	https://meduza.io	left	high	latvia	https://mediabiasfactcheck.com/meduza/
en.mehrnews.com	mehr news agency	https://en.mehrnews.com	questionable sources	mixed	iran	https://mediabiasfactcheck.com/mehr-news-agency/
memeorandum.com	memeorandum	https://www.memeorandum.com	least biased	mixed	united states	https://mediabiasfactcheck.com/memeorandum/
mentaldaily.com	mental daily	https://www.mentaldaily.com	pro-science	high	united states	https://mediabiasfactcheck.com/mental-daily/
mentalfloss.com	mental floss	https://mentalfloss.com	least biased	high	united states	https://mediabiasfactcheck.com/mental-floss/
mercatornet.com	mercatornet	https://www.mercatornet.com	right	high	australia	https://mediabiasfactcheck.com/mercatornet/
mercatus.org	mercatus	https://www.mercatus.org	right-center	high	united states	https://mediabiasfactcheck.com/mercatus-center/
mercola.com	mercola	https://www.mercola.com	conspiracy-pseudoscience	low	united states	https://mediabiasfactcheck.com/mercola/
en.mercopress.com	mercopress	https://en.mercopress.com	least biased	high	uruguay	https://mediabiasfactcheck.com/mercopress/
merionwest.com	merion west	https://merionwest.com	least biased	high	united states	https://mediabiasfactcheck.com/merion-west/
merryjane.com	merry jane	https://www.merryjane.com	left	high	united states	https://mediabiasfactcheck.com/merry-jane/
metabunk.org	metabunk	https://www.metabunk.org	least biased	high	united states	https://mediabiasfactcheck.com/metabunk/
en.metapedia.org	metapedia	https://en.metapedia.org	questionable sources	low	united states	https://mediabiasfactcheck.com/metapedia/
metro.us	metro	https://www.metro.us	left-center	high	united states	https://mediabiasfactcheck.com/metro/
metro.co.uk	metro uk	https://metro.co.uk	left-center	mixed	united kingdom	https://mediabiasfactcheck.com/metro-uk/
metrowestdailynews.com	metrowest daily news	https://www.metrowestdailynews.com	least biased	high	united states	https://mediabiasfactcheck.com/metrowest-daily-news/
mexiconewsdaily.com	mexico daily news	https://mexiconewsdaily.com	left-center	high	mexico	https://mediabiasfactcheck.com/mexico-daily-news/
miamiherald.com	miami herald	https://www.miamiherald.com	left-center	high	united states	https://mediabiasfactcheck.com/miami-herald/
miaminewtimes.com	miami new times	https://www.miaminewtimes.com	left	high	united states	https://mediabiasfactcheck.com/miami-new-times-2/
mic.com	mic	https://mic.com	left-center	high	united states	https://mediabiasfactcheck.com/mic/
middleamericandemocrat.com	middle american democrat	https://https://middleamericandemocrat.com	questionable sources	mixed	united states	https://mediabiasfactcheck.com/middle-american-democrat-bias-report/
meforum.org	middle east forum	https://www.meforum.org	questionable sources	low	united states	https://mediabiasfactcheck.com/middle-east-forum/
memri.org	middle east media research institute (memri)	https://www.memri.org	questionable sources	mixed	united states	https://mediabiasfactcheck.com/middle-east-media-research-institute-memri/
middleeastmonitor.com	middle east monitor	https://www.middleeastmonitor.com	left	mixed	united kingdom	https://mediabiasfactcheck.com/middle-east-monitor/
migrationpolicy.org	migration policy institute	https://www.migrationpolicy.org	left-center	high	united states	https://mediabiasfactcheck.com/migration-policy-institute/
militarytimes.com	military times	https://www.militarytimes.com	least biased	high	united states	https://mediabiasfactcheck.com/military-times/
military.com	military.com	https://www.military.com	least biased	high	united states	https://mediabiasfactcheck.com/military-com/
milliyet.com.tr	milliyet	https://milliyet.com.tr	right	mixed	turkey	https://mediabiasfactcheck.com/milliyet/
jsonline.com	milwaukee journal-sentinal	https://www.jsonline.com	left-center	high	united states	https://mediabiasfactcheck.com/milwaukee-journal-sentinel/
mindbodygreen.com	mindbodygreen	https://www.mindbodygreen.com	conspiracy-pseudoscience	mixed	united states	https://mediabiasfactcheck.com/mindbodygreen/
startribune.com	minneapolis star-tribune	https://www.startribune.com	left-center	high	united states	https://mediabiasfactcheck.com/minneapolis-star-tribune/
mprnews.org	minnesota public radio (mpr)	https://mprnews.org	left-center	high	united states	https://mediabiasfactcheck.com/minnesota-public-radio-mpr/
minnpost.com	minnpost	https://www.minnpost.com	left-center	high	united states	https://mediabiasfactcheck.com/minnpost/
mintpressnews.com	mint press news	https://www.mintpressnews.com	left-center	high	united states	https://mediabiasfactcheck.com/mint-press-news/
mises.org	mises institute	https://mises.org	right	mixed	united states	https://mediabiasfactcheck.com/mises-daily/
missoulian.com	missoulian	https://missoulian.com	least biased	high	united states	https://mediabiasfactcheck.com/missoulian/
technologyreview.com	mit technology review	https://www.technologyreview.com	pro-science	very high	united states	https://mediabiasfactcheck.com/mit-technology-review/
mixi.media	mixi.media	https://mixi.media	questionable sources	low		https://mediabiasfactcheck.com/mixi-media/
modernalternativemama.com	modern alternative mama	https://www.modernalternativemama.com	conspiracy-pseudoscience	mixed	united states	https://mediabiasfactcheck.com/modern-alternative-mama/
modernliberals.com	modern liberals	https://modernliberals.com	left	mixed	united states	https://mediabiasfactcheck.com/modern-liberals/
molad.org	molad the center for the renewal of israeli democracy	https://www.molad.org	left	high	israel	https://mediabiasfactcheck.com/molad-center-renewal-israeli-democracy/
molonlabemedia.com	molon labe media	https://molonlabemedia.com	questionable sources	low	united states	https://mediabiasfactcheck.com/molon-labe-media/
mondoweiss.net	mondoweiss	https://mondoweiss.net	left	high	united states	https://mediabiasfactcheck.com/mondoweiss/
news.mongabay.com	mongabay	https://news.mongabay.com	left-center	high	united states	https://mediabiasfactcheck.com/mongabay/
mtstandard.com	montana standard	https://mtstandard.com	least biased	high	united states	https://mediabiasfactcheck.com/montana-standard/
monthlyreview.org	monthy review	https://monthlyreview.org	left-center	high	united states	https://mediabiasfactcheck.com/monthly-review/
montrealgazette.com	montreal gazette	https://montrealgazette.com	right-center	high	canada	https://mediabiasfactcheck.com/montreal-gazette/
moonofalabama.org	moon of alabama	https://www.moonofalabama.org	left	mixed	united states	https://mediabiasfactcheck.com/moon-of-alabama/
moonbattery.com/	moonbattery	https://https://moonbattery.com/	questionable sources	low	united states	https://mediabiasfactcheck.com/moonbattery/
morningconsult.com	morning consult	https://morningconsult.com	least biased	very high	united states	https://mediabiasfactcheck.com/morning-consult/
morningledger.com	morning ledger	https://www.morningledger.com	conspiracy-pseudoscience	low	australia	https://mediabiasfactcheck.com/morning-ledger/
moronmajority.com	moronmajority	https://moronmajority.com	satire		united states	https://mediabiasfactcheck.com/moronmajority-com/
mosaicscience.com	mosaic	https://mosaicscience.com	pro-science	high	united kingdom	https://mediabiasfactcheck.com/mosaic/
themoscowtimes.com	moscow times	https://themoscowtimes.com	left-center	high	netherlands	https://mediabiasfactcheck.com/moscow-times/
motherjones.com	mother jones	https://www.motherjones.com	left-center	high	united states	https://mediabiasfactcheck.com/mother-jones/
mnn.com	mother nature network	https://www.mnn.com	left-center	high	united states	https://mediabiasfactcheck.com/mother-nature-network/
mtdemocrat.com	mountain democrat	https://www.mtdemocrat.com	left-center	high	united states	https://mediabiasfactcheck.com/mountain-democrat/
front.moveon.org	moveon	https://front.moveon.org	questionable sources	mixed	united states	https://mediabiasfactcheck.com/move-on/
movingleft.com	moving left	https://movingleft.com	questionable sources	low	united states	https://mediabiasfactcheck.com/moving-left/
mrcblog.com	mr. conservative (mrc)	https://www.mrcblog.com	questionable sources	low	united states	https://mediabiasfactcheck.com/mr-conservative-mrc/
msmagazine.com	ms. (magazine)	https://www.msmagazine.com	left	high	united states	https://mediabiasfactcheck.com/ms-magazine/
msmlies.com	msmlies.com	https://msmlies.com	questionable sources	mixed	unknown or invalid region	https://mediabiasfactcheck.com/msmlies-com/
msn.com	msn.com	https://www.msn.com	left-center	high	united states	https://mediabiasfactcheck.com/msn-com/
msnbc.com	msnbc	https://www.msnbc.com	left	mixed	united states	https://mediabiasfactcheck.com/msnbc/
muncievoice.com	muncie voice	https://www.muncievoice.com	left-center	high	united states	https://mediabiasfactcheck.com/muncie-voice/
muricatoday.com	murica today	https://muricatoday.com	conspiracy-pseudoscience	mixed	unknown or invalid region	https://mediabiasfactcheck.com/murica-today/
mwcnews.net	mwc news - media with conscience	https://mwcnews.net	left-center	high	belize	https://mediabiasfactcheck.com/mwc-news-media-conscience/
myrightamerica.com	my right american	https://myrightamerica.com	questionable sources	low		https://mediabiasfactcheck.com/my-right-american/
myzonetoday.com	my zone today	https://myzonetoday.com	questionable sources	mixed	unknown or invalid region	https://mediabiasfactcheck.com/myzonetoday/
mynorthwest.com	mynorthwest	https://mynorthwest.com	right-center	high	united states	https://mediabiasfactcheck.com/mynorthwest/
nakedcapitalism.com	naked capitalism	https://www.nakedcapitalism.com	left-center	high	united states	https://mediabiasfactcheck.com/naked-capitalism/
nap-sack.org	nap-sack	https://nap-sack.org	left	mixed	unknown or invalid region	https://mediabiasfactcheck.com/nap-sack/
napavalleyregister.com	napa valley register	https://napavalleyregister.com	least biased	high	united states	https://mediabiasfactcheck.com/napa-valley-register/
naplesnews.com	naples daily news	https://www.naplesnews.com	left-center	high	united states	https://mediabiasfactcheck.com/naples-daily-news/
nasa.gov	nasa	https://www.nasa.gov	pro-science	very high	united states	https://mediabiasfactcheck.com/nasa/
nationofchange.org	nation of change	https://www.nationofchange.org	left	mostly factual	united states	https://mediabiasfactcheck.com/nation-of-change/
nationonenews.com/	nation one news	https://nationonenews.com/	questionable sources	low	united states	https://mediabiasfactcheck.com/nation-one-news/
mygoogle.ca	nation45	https://mygoogle.ca	questionable sources	very low	canada	https://mediabiasfactcheck.com/nation45/
nationalacademyofsciences.org	national academy of sciences (nas)	https://nationalacademyofsciences.org	pro-science	very high	united states	https://mediabiasfactcheck.com/national-academy-of-sciences-nas/
nationalaffairs.com	national affairs	https://www.nationalaffairs.com	right-center	high	united states	https://mediabiasfactcheck.com/national-affairs-magazine/
natall.com	national alliance	https://natall.com	questionable sources	very low	united states	https://mediabiasfactcheck.com/national-alliance/
naacp.org	national association for the advancement of colored people (naacp)	https://naacp.org	left	high	united states	https://mediabiasfactcheck.com/national-association-advancement-colored-people-naacp/
nber.org	national bureau of economic research	https://www.nber.org	least biased	high	united states	https://mediabiasfactcheck.com/national-bureau-of-economic-research-nber/
nationalcenter.org	national center for public policy research	https://www.nationalcenter.org	right	mixed	united states	https://mediabiasfactcheck.com/national-center-public-policy-research-ncppr/
transequality.org	national center for transgender equality	https://transequality.org	left-center	high	united states	https://mediabiasfactcheck.com/national-center-transgender-equality-ncte/
ncdc.noaa.gov	national centers for environmental information (ncei)	https://www.ncdc.noaa.gov	pro-science	very high	united states	https://mediabiasfactcheck.com/national-centers-environmental-information-ncei/
ncsl.org	national conference of state legislatures (ncsl)	https://http://www.ncsl.org	least biased	high	united states	https://mediabiasfactcheck.com/national-conference-of-state-legislatures-ncsl/
nationaleconomicseditorial.com	national economics editorial	https://www.nationaleconomicseditorial.com	questionable sources	low	united states	https://mediabiasfactcheck.com/national-economics-editorial/
nationalenquirer.com	national enquirer	https://www.nationalenquirer.com	questionable sources	low	united states	https://mediabiasfactcheck.com/national-enquirer/
nationalfile.com	national file	https://nationalfile.com	conspiracy-pseudoscience	low	united states	https://mediabiasfactcheck.com/national-file/
nationalgeographic.com	national geographic	https://www.nationalgeographic.com	pro-science	high	united states	https://mediabiasfactcheck.com/national-geographic/
followthemoney.org	national institute on money in state politics	https://www.followthemoney.org	least biased	high	united states	https://mediabiasfactcheck.com/national-institute-money-state-politics/
nih.gov	national institutes of health (nih)	https://www.nih.gov	pro-science	high	united states	https://mediabiasfactcheck.com/national-institutes-of-health-nih/
nationalinterest.org	national interest	https://nationalinterest.org	right-center	high	united states	https://mediabiasfactcheck.com/national-interest/
nationaljournal.com	national journal	https://www.nationaljournal.com	least biased	high	united states	https://mediabiasfactcheck.com/national-journal/
natmonitor.com	national monitor	https://natmonitor.com	left-center	high	united states	https://mediabiasfactcheck.com/leftcenter/national-monitor/
nationalnewswatch.com	national newswatch	https://www.nationalnewswatch.com	left-center	high	canada	https://mediabiasfactcheck.com/national-newswatch/
nationalobserver.com	national observer	https://www.nationalobserver.com	left-center	high	canada	https://mediabiasfactcheck.com/national-observer-canada/
noaa.gov	national oceanic and atmospheric admin.	https://www.noaa.gov	pro-science	very high	united states	https://mediabiasfactcheck.com/national-oceanic-and-atmospheric-administration-noaa/
nationalpost.com	national post	https://www.nationalpost.com	right-center	high	canada	https://mediabiasfactcheck.com/national-post/
nationalreport.net	national report	https://nationalreport.net	satire		united states	https://mediabiasfactcheck.com/national-report/
nationalreview.com	national review	https://www.nationalreview.com	right	mostly factual	united states	https://mediabiasfactcheck.com/national-review/
home.nra.org	national rifle association	https://home.nra.org	questionable sources	mixed	united states	https://mediabiasfactcheck.com/national-rifle-association-nra/
nrlc.org	national right to life committee	https://nrlc.org	questionable sources	low	united states	https://mediabiasfactcheck.com/national-right-to-life-committee-nrlc/
nvic.org	national vaccine information institute	https://www.nvic.org	conspiracy-pseudoscience	low	united states	https://mediabiasfactcheck.com/national-vaccine-information-center-nvic/
nationalvanguard.org	national vanguard	https://nationalvanguard.org	questionable sources	very low	united states	https://mediabiasfactcheck.com/national-vanguard/
youthrights.org	national youth right association	https://www.youthrights.org	left-center	high	united states	https://mediabiasfactcheck.com/national-youth-rights-association/
nationmaster.com	nationmaster	https://www.nationmaster.com	least biased	very high	australia	https://mediabiasfactcheck.com/nationmaster/
powerofnative.com	native american news	https://www.powerofnative.com	questionable sources	very low	unknown or invalid region	https://mediabiasfactcheck.com/native-american-news/
indigenous.club	native americans	https://indigenous.club	questionable sources	very low	ukraine	https://mediabiasfactcheck.com/native-americans/
naturalawakeningsmag.com	natural awakenings magazine	https://www.naturalawakeningsmag.com	conspiracy-pseudoscience	mixed	united states	https://mediabiasfactcheck.com/natural-awakenings-magazine/
naturalcuresnotmedicine.info	natural cures not medicine	https://naturalcuresnotmedicine.info	conspiracy-pseudoscience	low	unknown or invalid region	https://mediabiasfactcheck.com/natural-cures-not-medicine/
naturalhealth365.com	natural health 365	https://www.naturalhealth365.com	conspiracy-pseudoscience	mixed	united states	https://mediabiasfactcheck.com/natural-health-365/
naturalmedicineteam.com	natural medicine team	https://naturalmedicineteam.com	conspiracy-pseudoscience	mixed	unknown or invalid region	https://mediabiasfactcheck.com/natural-medicine-team/
naturalnews.com	natural news	https://www.naturalnews.com	conspiracy-pseudoscience	very low	united states	https://mediabiasfactcheck.com/natural-news/
